City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,isla mujeres,21.2311,-86.731,25.09,84,63,2.68,MX,1731370134
288,trabzon,40.9167,39.8333,11.05,72,75,3.09,TR,1731370134
289,el porvenir,13.7617,-87.3458,22.26,97,23,0.13,HN,1731370134
290,mugia,43.1041,-9.2179,14.39,82,53,10.95,ES,1731370134
291,mandapam,9.2833,79.1167,27.79,72,10,6.65,IN,1731370135
292,mana,5.6592,-53.7767,25.73,86,100,5.98,GF,1731370135
293,port macquarie,-31.4333,152.9167,20.04,90,99,1.79,AU,1731370135
294,isangel,-19.55,169.2667,29.06,70,75,3.09,VU,1731370136
295,kodiak,57.79,-152.4072,5.73,45,0,3.6,US,1731370136
296,chonchi,-42.6128,-73.8092,11.18,93,100,1.5,CL,1731370080
297,floriano,-6.7669,-43.0225,22.79,93,100,0.89,BR,1731370137
298,fort st. john,56.2499,-120.8529,-1.06,93,100,1.54,CA,1731370137
299,kapuskasing,49.4169,-82.4331,-1.95,86,100,7.72,CA,1731370137
300,oamaru,-45.0784,170.9801,13.49,67,17,3.95,NZ,1731370138
301,kuusamo,65.9667,29.1833,-2.98,100,100,1.54,FI,1731370138
302,manchester,53.4809,-2.2374,5.97,91,45,1.54,GB,1731370138
303,garoowe,8.4054,48.4845,23.78,66,100,4.19,SO,1731370139
304,kawambwa,-9.7915,29.0791,16.91,87,94,0.92,ZM,1731370139
305,puerto la cruz,10.2167,-64.6167,27.19,86,46,6.45,VE,1731370139
306,magistral'nyy,56.1725,107.4458,-5.34,90,100,1.27,RU,1731370139
307,igarka,67.4667,86.5833,-23.56,94,99,4.34,RU,1731370140
308,hargeysa,9.56,44.065,16.91,73,100,4.62,SO,1731370140
309,minas de marcona,-15.2119,-75.1103,14.89,77,74,4.98,PE,1731370140
310,kembe,4.6228,21.8865,20.57,96,52,0.77,CF,1731370141
311,kenora,49.8167,-94.4337,0.43,64,27,1.34,CA,1731370141
312,lautoka,-17.6167,177.4667,28.92,61,20,7.2,FJ,1731370141
313,chililabombwe,-12.3648,27.8229,17.25,96,99,1.35,ZM,1731370142
314,nishinoomote,30.7333,131.0,22.31,94,75,0.51,JP,1731370142
315,geraldton,-28.7667,114.6,19.23,63,0,7.72,AU,1731370142
316,ust'-ilimsk,58.0006,102.6619,-3.31,92,100,1.98,RU,1731370142
317,el parral,16.3675,-93.0058,24.71,92,12,2.07,MX,1731370143
318,enewetak,11.3474,162.3373,28.58,79,36,7.54,MH,1731370143
319,nelson bay,-32.7167,152.15,19.49,100,100,1.79,AU,1731370143
320,praia da vitoria,38.7333,-27.0667,19.42,92,100,8.96,PT,1731370144
321,dosso,13.049,3.1937,23.29,20,0,4.01,NE,1731370144
322,plettenberg bay,-34.0527,23.3716,15.69,83,7,1.57,ZA,1731370144
323,arraial do cabo,-22.9661,-42.0278,22.81,82,0,9.51,BR,1731370145
324,jindrichuv hradec,49.144,15.003,0.53,99,12,1.34,CZ,1731370145
325,sitka,57.0531,-135.33,7.94,76,75,0.0,US,1731370145
326,arauca,7.0847,-70.7591,27.98,89,0,2.08,CO,1731370146
327,mwene-ditu,-7.0,23.45,17.81,97,5,0.2,CD,1731370146
328,manismata,-2.4667,111.0333,26.48,85,91,0.52,ID,1731370146
329,lodja,-3.4833,23.4333,21.09,85,58,1.03,CD,1731370147
330,mahikeng,-25.8652,25.6442,17.6,82,99,3.08,ZA,1731370147
331,beloyarskiy,63.7119,66.6722,-11.0,90,100,2.9,RU,1731370147
332,marsabit,2.3284,37.9899,20.6,67,96,3.34,KE,1731370148
333,sisimiut,66.9395,-53.6735,-4.23,93,98,5.11,GL,1731370148
334,ewo,-0.8725,14.8206,22.11,91,11,0.57,CG,1731370148
335,onoda,34.0014,131.1836,16.82,87,1,1.49,JP,1731370148
336,luderitz,-26.6481,15.1594,14.9,82,1,7.88,NA,1731370149
337,saipan,15.1355,145.701,30.39,82,75,5.66,MP,1731370149
338,vila velha,-20.3297,-40.2925,23.97,87,100,1.54,BR,1731370150
339,ierapetra,35.01,25.7353,16.19,70,33,2.68,GR,1731370150
340,mukalla,14.5425,49.1242,24.01,72,9,1.4,YE,1731370150
341,spring creek,40.7266,-115.5859,12.67,25,94,2.24,US,1731370151
342,kungur,57.4368,56.9593,-7.62,91,38,4.55,RU,1731370151
343,rongelap,11.1635,166.8941,28.42,78,65,7.37,MH,1731370151
344,glen innes,-29.7333,151.7333,22.34,53,77,5.37,AU,1731370152
345,songjiang,31.036,121.2146,15.98,72,0,2.93,CN,1731370152
346,gosaba,22.165,88.7998,20.88,67,43,3.04,IN,1731370152
347,rock springs,41.5875,-109.2029,9.69,33,0,5.66,US,1731370153
348,baker city,44.7749,-117.8344,6.84,70,100,2.57,US,1731370153
349,isla aguada,18.7833,-91.4667,27.69,79,66,6.31,MX,1731370153
350,nadym,65.5333,72.5167,-22.21,100,77,4.53,RU,1731370153
351,jayrud,33.8074,36.7404,13.73,78,97,1.99,SY,1731370154
352,viana do castelo,41.6932,-8.8329,14.98,79,7,2.52,PT,1731370154
353,oujda-angad,34.6805,-1.9076,11.35,76,40,2.06,MA,1731370154
354,swanage,50.6092,-1.9626,6.59,92,33,6.86,GB,1731370155
355,ottawa,45.4112,-75.6981,10.69,91,75,5.66,CA,1731370071
356,san bernardo del viento,9.3533,-75.9524,26.43,78,59,2.79,CO,1731370155
357,north bondi,-33.8824,151.2769,22.75,71,75,6.17,AU,1731370156
358,narok,-1.0783,35.8601,13.11,90,53,1.45,KE,1731370156
359,zheleznodorozhnyy,55.7503,38.0042,-0.25,71,87,1.63,RU,1731370156
360,laguna,38.421,-121.4238,15.59,75,0,2.06,US,1731370157
361,lerwick,60.1545,-1.1494,9.89,84,100,4.68,GB,1731370157
362,batang,-6.4846,110.7083,27.43,74,100,1.96,ID,1731370157
363,rancho palos verdes,33.7445,-118.387,17.9,77,0,7.2,US,1731370122
364,sungai penuh,-2.0833,101.3833,20.34,91,100,0.75,ID,1731370158
365,zaozersk,69.4005,32.4476,1.88,89,99,5.99,RU,1731370158
366,kirakira,-10.4544,161.9205,28.75,77,82,4.57,SB,1731370158
367,dan khun thot,15.2085,101.7714,21.33,84,49,1.66,TH,1731370159
368,baiyin,36.5583,104.2081,6.33,59,100,0.58,CN,1731370159
369,saldanha,-33.0117,17.9442,15.67,92,99,6.81,ZA,1731370159
370,wick,58.4333,-3.0833,7.03,87,73,2.57,GB,1731370160
371,malango,-2.9627,119.9001,21.74,94,100,0.26,ID,1731370160
372,nago,26.5881,127.9761,25.32,85,83,4.92,JP,1731370160
373,mejit,10.2753,170.8646,28.7,74,73,6.46,MH,1731370160
374,bemidji,47.4736,-94.8803,0.05,79,0,0.0,US,1731370161
375,bandrele,-12.9067,45.1914,26.86,83,0,1.03,YT,1731370161
376,tarrafal de sao nicolau,16.5667,-24.3667,25.92,66,0,3.64,CV,1731370161
377,upington,-28.4478,21.2561,18.22,24,0,2.83,ZA,1731370162
378,savonlinna,61.8699,28.88,0.03,93,100,1.54,FI,1731370162
379,sola,-13.8833,167.55,30.37,66,40,2.06,VU,1731370162
380,toliara,-23.35,43.6667,22.83,84,25,3.39,MG,1731370163
381,baruun-urt,46.6806,113.2792,-2.7,58,9,1.76,MN,1731370163
382,aubigny-sur-nere,47.4882,2.439,4.49,100,54,3.77,FR,1731370163
383,bukoba,-1.3317,31.8122,19.63,81,100,2.62,TZ,1731370164
384,veinticinco de mayo,-35.4323,-60.1727,9.99,74,1,3.88,AR,1731370164
385,coahuayana de hidalgo,18.7,-103.6583,26.49,80,11,1.53,MX,1731370164
386,grantsville,40.5999,-112.4644,17.99,17,0,8.75,US,1731370164
387,marat,25.0701,45.4615,20.72,36,55,3.16,SA,1731370165
388,putina,-15.4667,-69.4333,10.49,62,18,6.24,PE,1731370165
389,nizhniy kuranakh,58.8353,125.4869,-19.19,97,76,1.1,RU,1731370165
390,kaposvar,46.3667,17.8,1.24,73,66,0.36,HU,1731370166
391,kavieng,-2.5744,150.7967,29.53,67,25,3.45,PG,1731370166
392,midvagur,62.0511,-7.1939,10.46,93,100,6.69,FO,1731370166
393,moose jaw,50.4001,-105.5344,6.19,53,99,7.96,CA,1731370167
394,harstad,68.799,16.5293,5.09,96,99,8.49,NO,1731370167
395,heunghae,36.1125,129.3522,15.55,71,6,2.62,KR,1731370168
396,nzerekore,7.7562,-8.8179,21.77,74,17,1.34,GN,1731370168
397,bel ombre,-4.6167,55.4167,27.1,78,98,3.86,SC,1731370168
398,knyaze-volkonskoye,48.4642,135.4567,-2.81,81,100,3.48,RU,1731370168
399,crane,31.3974,-102.3501,21.0,30,85,4.56,US,1731370169
400,huarmey,-10.0681,-78.1522,19.14,83,65,3.91,PE,1731370150
401,northam,51.0333,-4.2167,9.23,81,48,2.13,GB,1731370170
402,jaen,38.0,-3.5,11.58,67,1,2.19,ES,1731370170
403,ormara,25.2088,64.6357,27.3,42,3,2.37,PK,1731370170
404,trinity beach,-16.7888,145.6968,30.94,58,29,4.12,AU,1731370171
405,taltal,-25.4,-70.4833,17.66,81,35,2.27,CL,1731370171
406,meschede,51.35,8.2833,7.56,96,100,1.17,DE,1731370171
407,arkhangel'sk,64.5401,40.5433,0.06,100,100,7.0,RU,1731370172
408,trevelin,-43.0858,-71.4639,5.44,97,100,2.42,AR,1731370172
409,virginia,37.5481,-77.4467,18.06,87,0,3.6,US,1731370172
410,batouri,4.4333,14.3667,20.14,76,55,1.46,CM,1731370172
411,mossel bay,-34.1831,22.146,16.49,86,7,1.1,ZA,1731370173
412,kovalam,8.3667,76.9967,26.05,83,40,1.54,IN,1731370173
413,konkwesso,10.8469,4.0984,22.56,34,11,2.13,NG,1731370173
414,brainerd,46.358,-94.2008,1.14,71,0,1.54,US,1731370174
415,vadso,70.0744,29.7487,2.09,80,75,3.6,NO,1731370174
416,port augusta,-32.5,137.7667,23.91,56,0,1.85,AU,1731370164
417,el zulia,7.9325,-72.6012,28.36,83,75,4.12,CO,1731370175
418,santiago de cuba,20.0247,-75.8219,29.06,79,40,2.57,CU,1731370175
419,phongsali,21.6833,102.1058,17.53,92,100,0.13,LA,1731370175
420,mineiros,-17.5694,-52.5511,23.91,70,40,1.02,BR,1731370175
421,alta,69.9689,23.2717,-1.41,86,100,4.12,NO,1731370176
422,doka,13.5167,35.7667,26.46,35,1,4.24,SD,1731370176
423,saint-pierre,-21.3393,55.4781,22.82,78,20,1.03,RE,1731370000
424,santana,-0.0583,-51.1817,29.1,79,20,3.6,BR,1731370177
425,chifeng,42.2683,118.9636,4.45,58,0,1.9,CN,1731370177
426,laboulaye,-34.1266,-63.3912,15.06,22,0,3.21,AR,1731370177
427,talara,-4.5772,-81.2719,21.42,73,75,6.69,PE,1731370178
428,kiunga,-6.1219,141.2906,24.88,93,100,0.59,PG,1731370178
429,balabac,7.9868,117.0645,27.97,76,90,1.13,PH,1731370178
430,diamante,-32.0664,-60.6384,16.17,36,1,3.57,AR,1731370178
431,st. john's,47.5649,-52.7093,7.21,89,100,1.34,CA,1731370179
432,nikolayevsk-on-amure,53.1406,140.73,-7.53,84,93,3.03,RU,1731370179
433,borogontsy,62.6683,131.1683,-18.72,98,99,1.52,RU,1731370179
434,bandon,51.7469,-8.7425,7.77,89,23,0.94,IE,1731370180
435,nieuw amsterdam,5.8833,-55.0833,25.85,87,99,5.72,SR,1731370180
436,tutoia,-2.7619,-42.2744,26.22,82,83,5.11,BR,1731370181
437,sydney,-33.8679,151.2073,23.19,73,75,6.17,AU,1731369602
438,broome,42.2506,-75.833,12.03,75,100,4.12,US,1731370181
439,kargasok,59.0556,80.8572,-10.2,91,100,5.84,RU,1731370182
440,banda aceh,5.5577,95.3222,25.11,81,100,4.32,ID,1731370182
441,binzhou,37.3667,118.0167,13.72,78,1,1.89,CN,1731370183
442,dauphin,51.1494,-100.0502,0.56,71,91,3.56,CA,1731370183
443,cabo san lucas,22.8909,-109.9124,27.17,62,20,4.63,MX,1731369918
444,brookings,44.3114,-96.7984,3.36,77,0,2.57,US,1731370069
445,chulym,55.0997,80.9572,-10.61,89,95,6.15,RU,1731370184
446,novyy urengoy,66.0833,76.6333,-22.08,95,100,6.51,RU,1731370184
447,murghob,38.1702,73.9667,-10.14,55,6,2.93,TJ,1731370184
448,dapa,9.7594,126.0531,27.85,78,36,0.54,PH,1731370185
449,utiel,39.5667,-1.2,8.86,74,13,2.37,ES,1731370185
450,the pas,53.8251,-101.2541,0.01,86,100,5.14,CA,1731370185
451,uzice,43.8586,19.8488,1.58,88,100,0.49,RS,1731370186
452,santiago de surco,-12.15,-77.0167,21.07,77,20,5.14,PE,1731370186
453,tafuna,-14.3358,-170.72,30.97,66,40,5.14,AS,1731370186
454,la mira,18.035,-102.3266,26.72,81,12,2.98,MX,1731370186
455,kupang,-10.1667,123.5833,31.32,62,20,1.03,ID,1731370187
456,labasa,-16.4167,179.3833,28.52,72,96,4.05,FJ,1731370187
457,el bayadh,33.6832,1.0193,8.94,76,12,1.98,DZ,1731370187
458,piti village,13.4626,144.6933,30.39,83,96,3.48,GU,1731370188
459,williams lake,52.1415,-122.1445,4.47,95,88,1.11,CA,1731370188
460,broken hill,-31.95,141.4333,26.15,38,19,6.89,AU,1731370188
461,levallois-perret,48.9,2.2833,8.63,91,0,3.6,FR,1731370189
462,erenhot,43.6475,111.9767,1.85,62,0,3.73,CN,1731370189
463,opuwo,-18.0607,13.84,19.57,41,16,0.63,NA,1731370189
464,road town,18.4167,-64.6167,27.01,79,100,8.29,VG,1731370190
465,fortuna,40.5982,-124.1573,14.96,75,75,0.0,US,1731370058
466,plyeshchanitsy,54.4222,27.8331,1.23,70,80,1.39,BY,1731370190
467,menongue,-14.6585,17.691,16.93,96,100,1.23,AO,1731370191
468,itaituba,-4.2761,-55.9836,27.12,67,96,1.4,BR,1731370191
469,oliver,49.1831,-119.5524,5.7,97,100,0.26,CA,1731370191
470,polyarnyy,69.1989,33.4478,2.23,89,100,7.28,RU,1731370192
471,center,31.5107,-96.4247,22.11,47,0,1.54,US,1731370192
472,antalaha,-14.9003,50.2788,23.2,91,100,2.22,MG,1731370193
473,ola,59.5833,151.2833,-12.48,71,100,5.85,RU,1731370193
474,moundsville,39.9203,-80.7431,14.08,75,11,3.87,US,1731370193
475,kinablangan,7.6947,126.5503,27.13,77,51,0.45,PH,1731370194
476,kertih,4.5141,103.4483,25.05,94,99,1.55,MY,1731370194
477,hadibu,12.65,54.0333,25.38,83,34,3.71,YE,1731370010
478,ponta delgada,37.7333,-25.6667,20.4,94,75,8.75,PT,1731370194
479,belmonte,-15.8631,-38.8828,22.96,92,15,2.2,BR,1731370195
480,selfoss,63.9331,-20.9971,10.58,98,100,9.22,IS,1731370195
481,lompoc,34.6391,-120.4579,14.4,85,100,6.17,US,1731369928
482,pemangkat,1.1667,108.9667,26.11,83,70,1.94,ID,1731370196
483,saint-philippe,-21.3585,55.7679,23.23,87,62,5.15,RE,1731370196
484,zemio,5.0314,25.1361,20.87,92,96,0.96,CF,1731370196
485,oral,51.2333,51.3667,-2.61,62,2,1.45,KZ,1731370197
486,zaragoza,41.6561,-0.8773,12.79,63,0,8.75,ES,1731370197
487,yayva,59.3303,57.2641,-6.48,90,100,3.38,RU,1731370197
488,ta'izz,13.5,44.0,17.9,75,45,1.74,YE,1731370197
489,kuanda,56.3161,116.0806,-16.78,92,78,0.57,RU,1731370198
490,port-gentil,-0.7193,8.7815,26.06,86,92,4.78,GA,1731370198
491,san patricio,28.017,-97.5169,25.97,58,32,4.11,US,1731370198
492,fomboni,-12.28,43.7425,27.53,78,14,4.06,KM,1731370199
493,liberal,37.0431,-100.921,15.08,58,0,2.57,US,1731370199
494,borzna,51.2546,32.4269,0.54,88,56,2.15,UA,1731370199
495,bhawanipatna,19.9,83.1667,19.06,80,44,0.85,IN,1731370200
496,turpan,42.9333,89.1667,6.98,63,0,0.92,CN,1731370184
497,yonan-up,37.9089,126.1611,12.03,64,38,2.92,KP,1731370201
498,huancavelica,-12.7667,-74.9833,3.52,92,86,3.16,PE,1731370201
499,bowen,-20.0167,148.2333,27.19,59,14,4.24,AU,1731370201
500,el galpon,-25.3807,-64.6526,13.61,87,100,3.39,AR,1731370202
501,xapuri,-10.6517,-68.5044,27.17,68,100,0.98,BR,1731370202
502,nuuk,64.1835,-51.7216,-2.66,100,100,3.09,GL,1731370202
503,las vegas,36.175,-115.1372,23.76,16,20,7.72,US,1731369600
504,urengoy,65.9667,78.3667,-21.99,95,100,6.42,RU,1731370203
505,san carlos,9.6612,-68.5827,24.78,83,54,1.89,VE,1731370203
506,porto tolle,44.9497,12.3245,9.69,65,50,0.66,IT,1731370203
507,mandiana,10.6333,-8.6833,23.66,44,3,1.16,GN,1731370204
508,egilsstadir,65.2653,-14.3948,9.08,93,100,8.62,IS,1731370204
509,sinop,41.7711,34.8709,6.98,91,59,0.75,TR,1731370204
510,tostado,-29.232,-61.7692,15.92,75,82,2.39,AR,1731370205
511,live oak,36.9836,-121.9805,15.34,84,75,3.13,US,1731370205
512,luena,-11.7833,19.9167,15.86,97,24,1.31,AO,1731370205
513,barra de santo antonio,-9.4047,-35.5072,25.65,78,84,5.75,BR,1731370205
514,lakatoro,-16.0999,167.4164,28.0,64,61,3.62,VU,1731370206
515,maunabo,18.0072,-65.8993,26.61,92,97,4.37,PR,1731370206
516,port blair,11.6667,92.75,28.02,83,40,2.06,IN,1731370206
517,hosakote,14.2769,77.1699,20.92,72,30,1.73,IN,1731370207
518,amble,55.3333,-1.5833,7.08,81,20,3.09,GB,1731370207
519,xiongzhou,25.1167,114.3,19.63,78,5,1.47,CN,1731370207
520,banaz,38.7371,29.7519,6.43,70,2,2.67,TR,1731370208
521,sechura,-5.5569,-80.8222,19.4,78,31,8.3,PE,1731370208
522,lai chau,22.3997,103.4517,16.63,84,71,0.76,VN,1731370208
523,luanda,-8.8368,13.2343,25.1,82,76,3.03,AO,1731370209
524,biltine,14.5333,20.9167,25.05,24,0,5.71,TD,1731370209
525,kiama,-34.6833,150.8667,23.1,82,84,0.89,AU,1731370209
526,sebezh,56.2955,28.4654,0.78,82,91,1.79,RU,1731370209
527,vorotynsk,54.4283,36.0465,-0.6,86,95,1.68,RU,1731370210
528,carutapera,-1.195,-46.02,26.19,81,69,4.32,BR,1731370104
529,hammerfest,70.6634,23.6821,5.25,93,100,1.54,NO,1731370210
530,flin flon,54.7682,-101.865,0.82,70,98,5.22,CA,1731370211
531,sorong,-0.8833,131.25,27.02,82,78,2.44,ID,1731370211
532,podporozh'ye,60.9112,34.1706,-1.57,88,100,1.87,RU,1731370211
533,quellon,-43.1167,-73.6167,9.6,93,100,2.53,CL,1731370212
534,buta,2.7858,24.73,20.9,98,96,0.75,CD,1731370212
535,gaogou,34.0175,119.1886,15.72,73,5,1.21,CN,1731370212
536,south hill,47.1412,-122.2701,10.04,88,0,3.09,US,1731370213
537,nanning,22.8167,108.3167,23.1,64,55,0.92,CN,1731370213
538,mezhdurechenskiy,59.6,65.9333,-9.91,92,85,3.16,RU,1731370214
539,rehoboth,-23.3167,17.0833,19.15,15,0,1.56,NA,1731370214
540,paka,4.6374,103.4368,24.99,94,98,1.38,MY,1731370214
541,muheza,-5.1667,38.7833,22.69,93,34,0.53,TZ,1731370215
542,gazli,40.1333,63.45,8.38,56,99,3.06,UZ,1731370215
543,rawai,7.7797,98.3253,29.99,83,100,2.9,TH,1731370215
544,uray,60.1247,64.7758,-9.82,92,86,3.09,RU,1731370216
545,kourou,5.1552,-52.6478,25.15,81,99,3.71,GF,1731370216
546,levuka,50.1834,-105.4011,6.32,54,96,8.34,CA,1731370216
547,figuig (centre),32.1089,-1.2286,14.31,43,1,1.27,MA,1731370217
548,impfondo,1.6381,18.0667,21.37,99,59,1.31,CG,1731370217
549,gazojak,41.1875,61.4036,8.6,52,98,3.1,TM,1731370217
550,san andres,12.5847,-81.7006,26.01,89,40,2.06,CO,1731370217
551,xai-xai,-25.0519,33.6442,22.18,96,73,2.34,MZ,1731370218
552,humaita,-7.5061,-63.0208,26.21,77,59,1.03,BR,1731370218
553,ulety,51.3572,112.4849,-14.86,97,15,0.46,RU,1731370108
554,kismayo,-0.3582,42.5454,26.49,83,74,4.06,SO,1731370219
555,zelenoborskiy,66.845,32.3622,2.34,87,100,3.4,RU,1731370219
556,kyelang,32.5833,77.0333,-6.96,77,19,3.56,IN,1731370219
557,an nuhud,12.7,28.4333,23.38,22,32,6.95,SD,1731370220
558,delijan,33.9905,50.6838,14.0,39,29,0.84,IR,1731370220
559,birjand,32.8663,59.2211,4.26,41,0,2.06,IR,1731370220
560,san martin,-33.081,-68.4681,20.26,23,0,4.58,AR,1731370220
561,north ward,-19.2454,146.8075,29.95,54,40,4.63,AU,1731370221
562,acajutla,13.5928,-89.8275,26.33,80,24,0.84,SV,1731370221
563,salinopolis,-0.6136,-47.3561,26.92,79,100,5.74,BR,1731370221
564,porto novo,6.4965,2.6036,25.62,87,54,1.58,BJ,1731370014
565,kamaishi,39.2667,141.8833,11.3,53,94,0.97,JP,1731370222
566,henderson,36.0397,-114.9819,24.51,16,0,8.75,US,1731370222
567,rio grande,-32.035,-52.0986,17.49,88,100,6.55,BR,1731370223
568,cascais,38.6979,-9.4215,18.06,63,0,1.34,PT,1731370223
569,yigo village,13.5361,144.8886,29.52,81,0,3.09,GU,1731370223
570,howrah,22.5892,88.3103,23.0,83,40,2.06,IN,1731370223
571,ta`u,-14.2336,-169.5144,27.38,72,36,5.51,AS,1731370224
572,galveston,29.3669,-94.9669,25.56,72,0,2.57,US,1731370224
573,nelson,-41.2833,173.2833,15.99,58,67,3.08,NZ,1731370225
574,kyabe,9.4515,18.9449,24.92,40,26,1.0,TD,1731370225
575,juan griego,11.0817,-63.9655,26.61,86,14,3.52,VE,1731370225
576,mahina,-17.5065,-149.489,29.87,66,20,2.57,PF,1731370226
